,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
195,0.86985105,30.63263,764.0,18,0,16,1,BrainInvaders2012,HODA
196,0.8933011,44.92993,764.0,18,0,16,1,BrainInvaders2012,PARAFACDA
197,0.9007305,99.090775,764.0,18,0,16,1,BrainInvaders2012,BTTDA
198,0.88855046,63.510624,768.0,19,0,16,1,BrainInvaders2012,HODA
199,0.9426058,51.903805,768.0,19,0,16,1,BrainInvaders2012,PARAFACDA
200,0.94773555,87.7346,768.0,19,0,16,1,BrainInvaders2012,BTTDA
201,0.8276989,68.836365,766.0,20,0,16,1,BrainInvaders2012,HODA
202,0.8208341,80.4155,766.0,20,0,16,1,BrainInvaders2012,PARAFACDA
203,0.83545417,108.181305,766.0,20,0,16,1,BrainInvaders2012,BTTDA
204,0.8016977,51.076202,766.0,21,0,16,1,BrainInvaders2012,HODA
205,0.8204861,47.238014,766.0,21,0,16,1,BrainInvaders2012,PARAFACDA
206,0.8218357,99.28329,766.0,21,0,16,1,BrainInvaders2012,BTTDA
207,0.89575964,63.360577,768.0,22,0,16,1,BrainInvaders2012,HODA
208,0.94020915,56.960873,768.0,22,0,16,1,BrainInvaders2012,PARAFACDA
209,0.9427981,95.94502,768.0,22,0,16,1,BrainInvaders2012,BTTDA
210,0.9213629,75.3182,766.0,23,0,16,1,BrainInvaders2012,HODA
211,0.9246147,66.84648,766.0,23,0,16,1,BrainInvaders2012,PARAFACDA
212,0.931223,99.80471,766.0,23,0,16,1,BrainInvaders2012,BTTDA
213,0.7947956,59.721954,764.0,24,0,16,1,BrainInvaders2012,HODA
214,0.81794274,64.77012,764.0,24,0,16,1,BrainInvaders2012,PARAFACDA
215,0.80372244,90.98024,764.0,24,0,16,1,BrainInvaders2012,BTTDA
216,0.9559928,74.76819,768.0,25,0,16,1,BrainInvaders2012,HODA
217,0.95821875,81.452736,768.0,25,0,16,1,BrainInvaders2012,PARAFACDA
218,0.9563894,104.15928,768.0,25,0,16,1,BrainInvaders2012,BTTDA
219,0.9553125,36.67173,480.0,1,0,16,1,BrainInvaders2013a,HODA
220,0.9790625,6.2566195,480.0,1,1,16,1,BrainInvaders2013a,HODA
221,0.9615625,4.6786737,480.0,1,2,16,1,BrainInvaders2013a,HODA
222,0.9828125,2.5290978,480.0,1,3,16,1,BrainInvaders2013a,HODA
223,0.97046876,1.7248538,480.0,1,4,16,1,BrainInvaders2013a,HODA
