,subject,dataset,fold,theta,n_blocks,train_score,test_score,train_mse,test_mse
0,2,BNCI2014-008,0,0.2,1,0.7002394708575951,0.740734693877551,0.9851966751396499,1.1998153473480182
1,2,BNCI2014-008,0,0.2,2,0.808246028605348,0.8048979591836734,0.9794122129658669,1.1925181397709932
2,2,BNCI2014-008,0,0.2,3,0.8114733450166771,0.8057142857142857,0.9742925962359634,1.1820032098598858
3,2,BNCI2014-008,0,0.2,4,0.839185030244785,0.8264489795918367,0.9627913662846372,1.1722908955478166
4,2,BNCI2014-008,0,0.2,5,0.8400293968002713,0.8285714285714285,0.961148894323043,1.1699278157746253
5,2,BNCI2014-008,0,0.2,6,0.8468096557182431,0.8375510204081632,0.9496936183126395,1.158186217492529
6,2,BNCI2014-008,0,0.2,7,0.8473152806829103,0.8326530612244898,0.9465487986314081,1.1507397541893816
7,2,BNCI2014-008,0,0.2,8,0.8490162247724575,0.8320000000000001,0.94413712389281,1.1491142687136635
8,2,BNCI2014-008,0,0.2,9,0.849417378031545,0.835591836734694,0.9344741333077468,1.1404592167562029
9,2,BNCI2014-008,0,0.2,10,0.8495946633501046,0.835265306122449,0.9333344417435336,1.1408296313245747
10,2,BNCI2014-008,0,0.2,11,0.8537875515857314,0.8442448979591837,0.9306619942269894,1.1368720777904262
11,2,BNCI2014-008,0,0.2,12,0.8550009610492395,0.8404897959183674,0.9209787203830881,1.1256091894459535
12,2,BNCI2014-008,0,0.2,13,0.8573893380066708,0.8448979591836735,0.9180302960235499,1.1250164508733076
13,2,BNCI2014-008,0,0.2,14,0.8579763694951665,0.8411428571428571,0.9160980277753542,1.125039071342642
14,2,BNCI2014-008,0,0.2,15,0.8587741534286845,0.8365714285714285,0.9065480247850066,1.1202745827812057
15,2,BNCI2014-008,0,0.2,16,0.8593801797727402,0.8373877551020408,0.8885345881007757,1.0918227555761577
16,2,BNCI2014-008,0,0.2,17,0.8607821810164509,0.8419591836734693,0.8778465527648079,1.0775489304085633
17,2,BNCI2014-008,0,0.2,18,0.8607152467635253,0.8419591836734693,0.8742426137046527,1.072531609695505
18,2,BNCI2014-008,0,0.2,19,0.8615948894793374,0.8442448979591837,0.8703691308743285,1.0586250027977742
19,2,BNCI2014-008,0,0.2,20,0.8625776471253321,0.8470204081632652,0.8635379567429822,1.056408396209741
20,2,BNCI2014-008,0,0.2,21,0.8628426705862401,0.848326530612245,0.8575106761148442,1.0514166729172891
21,2,BNCI2014-008,0,0.2,22,0.8637105545819436,0.8489795918367348,0.8529051501642433,1.051090145732462
22,2,BNCI2014-008,0,0.2,23,0.8638200011306463,0.8488163265306122,0.8468262530405929,1.0461457890147603
23,2,BNCI2014-008,0,0.2,24,0.8642039685680365,0.8502857142857142,0.8365426253688198,1.0392926971293674
24,2,BNCI2014-008,0,0.2,25,0.8644386907117418,0.852734693877551,0.8304944476621897,1.0330682683860755
25,2,BNCI2014-008,0,0.2,26,0.8645938153654814,0.8525714285714285,0.8241010943788428,1.0271190536119126
26,2,BNCI2014-008,0,0.2,27,0.8646218553903555,0.8515918367346939,0.816267192568576,1.0242496557340863
27,2,BNCI2014-008,0,0.2,28,0.8649221550115891,0.8514285714285714,0.8058945065636629,1.0128288602364544
28,2,BNCI2014-008,0,0.2,29,0.8657402905760642,0.855673469387755,0.7981237534445438,1.0020415413004904
29,2,BNCI2014-008,0,0.2,30,0.8669021425744814,0.856,0.794168946145782,0.9791888063150047
30,2,BNCI2014-008,0,0.2,31,0.8672490248176832,0.8551836734693877,0.7916540234955742,0.9753954502816917
31,2,BNCI2014-008,0,0.2,32,0.8677076149019165,0.8573061224489796,0.7880173690839564,0.970323215354203
32,2,BNCI2014-008,1,0.2,1,0.6966982870710611,0.7301224489795919,0.9847685498124775,0.9553713835852554
33,2,BNCI2014-008,1,0.2,2,0.8076368364520323,0.7622857142857143,0.9784432128043722,0.9509726483824013
34,2,BNCI2014-008,1,0.2,3,0.8124402736163717,0.7637551020408163,0.9709116648345729,0.9469521220165692
35,2,BNCI2014-008,1,0.2,4,0.8375342868449318,0.8078367346938776,0.9583611761092172,0.9339351435506172
36,2,BNCI2014-008,1,0.2,5,0.8388802080388942,0.8063673469387754,0.9564729028824659,0.9320613634805222
37,2,BNCI2014-008,1,0.2,6,0.8454800158290463,0.7973877551020407,0.9488756448010325,0.928079982397973
38,2,BNCI2014-008,1,0.2,7,0.8458843348973939,0.8004897959183674,0.9451321060209543,0.9218545863461627
39,2,BNCI2014-008,1,0.2,8,0.8484300978008933,0.8016326530612246,0.9370984200032231,0.9144904084931293
40,2,BNCI2014-008,1,0.2,9,0.8505783255130307,0.7934693877551021,0.9326338310083635,0.9130284003657191
41,2,BNCI2014-008,1,0.2,10,0.8547128724065803,0.7928163265306123,0.9211072869702618,0.9034860605465976
42,2,BNCI2014-008,1,0.2,11,0.8551764373339363,0.7931428571428571,0.9159887448854556,0.8984933758248101
43,2,BNCI2014-008,1,0.2,12,0.858331844649217,0.7933061224489797,0.9103242764071539,0.8967720647282601
44,2,BNCI2014-008,1,0.2,13,0.8601381649612754,0.7991836734693878,0.9075383635008846,0.8962991777146925
45,2,BNCI2014-008,1,0.2,14,0.8600888687885127,0.7980408163265306,0.9045544191815585,0.8944712155465593
46,2,BNCI2014-008,1,0.2,15,0.8603823845327605,0.7993469387755101,0.8996802962781021,0.8912268838048875
47,2,BNCI2014-008,1,0.2,16,0.8603774096896376,0.7995102040816326,0.8959446008993288,0.8890636296027602
48,2,BNCI2014-008,1,0.2,17,0.8605741421222228,0.8034285714285716,0.893612976071349,0.8892901547492963
49,2,BNCI2014-008,1,0.2,18,0.8608776075527164,0.8026122448979592,0.8873915641586936,0.8854520938252508
50,2,BNCI2014-008,1,0.2,19,0.8609929334614733,0.8026122448979592,0.8854524228813219,0.8838247448862423
51,2,BNCI2014-008,1,0.2,20,0.8616799140708916,0.8045714285714286,0.8814586371294422,0.8820967340470144
52,2,BNCI2014-008,1,0.2,21,0.8621556899768218,0.8027755102040816,0.8802066744484073,0.8774976397787643
53,2,BNCI2014-008,1,0.2,22,0.8636775397139466,0.8034285714285715,0.8743597765794531,0.8645664694166428
54,2,BNCI2014-008,1,0.2,23,0.8636770874554809,0.8037551020408163,0.8700876043970388,0.8614517514220071
55,2,BNCI2014-008,1,0.2,24,0.8647367290406467,0.8042448979591835,0.8624449015721518,0.8549509901926026
56,2,BNCI2014-008,1,0.2,25,0.8651093900163944,0.8026122448979591,0.848499255029397,0.8429056592483948
57,2,BNCI2014-008,1,0.2,26,0.8667280230651818,0.8039183673469387,0.8433212310190544,0.8351784066227564
58,2,BNCI2014-008,1,0.2,27,0.8670459607665781,0.8027755102040817,0.8350986043907717,0.8305748224809815
59,2,BNCI2014-008,1,0.2,28,0.8674421391825428,0.8031020408163265,0.8271750886174813,0.8250651383932913
60,2,BNCI2014-008,1,0.2,29,0.8676899768217535,0.8019591836734694,0.8251712971835653,0.822581013959831
61,2,BNCI2014-008,1,0.2,30,0.8680070100062187,0.8016326530612244,0.8245247465198036,0.8219292839989979
62,2,BNCI2014-008,1,0.2,31,0.8686076092486856,0.8024489795918367,0.8171769772245993,0.8154614307657043
63,2,BNCI2014-008,1,0.2,32,0.8701945842048731,0.793142857142857,0.8112327006489626,0.811219648921472
64,2,BNCI2014-008,2,0.2,1,0.699266662897846,0.6739591836734693,0.9846004976671127,0.881565758226272
