,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0,0.6955,99.42252,1000.0,31,0,30,1,ErpCore2021-MMN,PARAFACDA
1,0.72234374,811.09656,1000.0,31,0,30,1,ErpCore2021-MMN,BTTDA
2,0.722625,28.874468,1000.0,31,0,30,1,ErpCore2021-MMN,HODA
