,subject,dataset,fold,theta,n_blocks,train_score,test_score,train_mse,test_mse
0,2,BNCI2015-003,0,1.0,1,0.9797052756747964,0.8815860945138512,4.450100660878322e-06,4.4018567287266025e-06
1,2,BNCI2015-003,0,1.0,2,0.9805157745803424,0.8859315589353611,1.959225636706823e-11,1.988326921591545e-11
2,2,BNCI2015-003,0,1.0,3,0.9805368082889638,0.8864747419880501,2.2841242159796616e-16,2.3583878242992324e-16
3,2,BNCI2015-003,0,1.0,4,0.9806167363817254,0.8881042911461163,1.764565226018301e-21,1.9154547958599383e-21
4,2,BNCI2015-003,0,1.0,5,0.9807078824524182,0.8897338403041826,2.5563410051571488e-27,2.5992549671575494e-27
5,2,BNCI2015-003,0,1.0,6,0.9810584442627756,0.8902770233568713,1.463332284145499e-32,1.4673514368759782e-32
6,2,BNCI2015-003,0,1.0,7,0.9811117296579498,0.8902770233568713,1.2290667989320963e-32,1.2301752893929239e-32
7,2,BNCI2015-003,0,1.0,8,0.9811706240420899,0.8902770233568713,1.229066797458089e-32,1.2301752876614591e-32
8,2,BNCI2015-003,0,1.0,9,0.9811706240420898,0.8902770233568713,1.2290667974580869e-32,1.2301752876614591e-32
9,2,BNCI2015-003,0,1.0,10,0.9812421386514028,0.8902770233568713,1.2290667974580869e-32,1.2301752876614591e-32
10,2,BNCI2015-003,1,1.0,1,0.9790924936302918,0.9581749049429658,4.3935174272797845e-06,4.433971751258721e-06
11,2,BNCI2015-003,1,1.0,2,0.9794739048799607,0.9603476371537208,1.919639345294196e-11,1.994683787301393e-11
12,2,BNCI2015-003,1,1.0,3,0.9795468217365151,0.9592612710483434,2.222379970431466e-16,2.2118770520819787e-16
13,2,BNCI2015-003,1,1.0,4,0.9796688172465193,0.9592612710483434,1.6969470101715717e-21,1.728903634818313e-21
14,2,BNCI2015-003,1,1.0,5,0.9797599633172122,0.9592612710483434,2.584134136912194e-27,2.690905792580838e-27
15,2,BNCI2015-003,1,1.0,6,0.9801469835558465,0.959804454101032,1.5316306688018363e-32,1.578168453809236e-32
16,2,BNCI2015-003,1,1.0,7,0.9802409341210223,0.959804454101032,1.243062335821411e-32,1.2849582512942318e-32
17,2,BNCI2015-003,1,1.0,8,0.9803012307524038,0.959804454101032,1.2430623343914696e-32,1.2849582512928828e-32
18,2,BNCI2015-003,1,1.0,9,0.9803138509775766,0.959804454101032,1.243062334391468e-32,1.2849582512928828e-32
19,2,BNCI2015-003,1,1.0,10,0.9803951813175795,0.959804454101032,1.243062334391468e-32,1.2849582512928828e-32
20,2,BNCI2015-003,2,1.0,1,0.9808551184127683,0.8777838131450298,4.44913707379542e-06,4.415900350505258e-06
21,2,BNCI2015-003,2,1.0,2,0.9813893746117529,0.9000543183052688,1.9043887612739817e-11,1.8510304310147258e-11
22,2,BNCI2015-003,2,1.0,3,0.9814047993314085,0.9005975013579576,2.232406803285341e-16,2.327699239363095e-16
23,2,BNCI2015-003,2,1.0,4,0.98151417461624,0.9005975013579576,1.7671110679487363e-21,1.821067266321752e-21
24,2,BNCI2015-003,2,1.0,5,0.9815814824838287,0.9016838674633352,2.595127015326321e-27,2.5028215842221967e-27
25,2,BNCI2015-003,2,1.0,6,0.9819446645193586,0.9022270505160239,1.5523089834788155e-32,1.5391620818282718e-32
26,2,BNCI2015-003,2,1.0,7,0.9820189836231545,0.9022270505160239,1.2467408379064483e-32,1.244964682564397e-32
27,2,BNCI2015-003,2,1.0,8,0.9820680622766046,0.9027702335687127,1.2467408368523626e-32,1.24496468144878e-32
28,2,BNCI2015-003,2,1.0,9,0.982066660029363,0.9022270505160239,1.2467408368523607e-32,1.24496468144878e-32
29,2,BNCI2015-003,2,1.0,10,0.9821507948638488,0.9022270505160239,1.2467408368523607e-32,1.24496468144878e-32
30,2,BNCI2015-003,3,1.0,1,0.9787026688971746,0.9788158609451385,4.450813874110897e-06,4.4158489505718565e-06
31,2,BNCI2015-003,3,1.0,2,0.9796211408403106,0.973384030418251,1.972408803269851e-11,1.9620225319569846e-11
32,2,BNCI2015-003,3,1.0,3,0.9796646105047949,0.9739272134709398,2.3050504156679533e-16,2.1850583945863837e-16
33,2,BNCI2015-003,3,1.0,4,0.9797852037675578,0.9739272134709398,1.8452562874351924e-21,1.9645030177365147e-21
34,2,BNCI2015-003,3,1.0,5,0.9798945790523894,0.9739272134709398,2.5809755879103187e-27,2.543392532624497e-27
35,2,BNCI2015-003,3,1.0,6,0.9803068397413695,0.9739272134709398,1.4858340187956877e-32,1.4486736900018298e-32
36,2,BNCI2015-003,3,1.0,7,0.9803881700813724,0.9739272134709398,1.236579800836224e-32,1.2020299145589966e-32
37,2,BNCI2015-003,3,1.0,8,0.9804344442403395,0.9739272134709398,1.236579798843242e-32,1.2020299125070336e-32
38,2,BNCI2015-003,3,1.0,9,0.9804358464875811,0.9739272134709398,1.236579798843236e-32,1.2020299125070336e-32
39,2,BNCI2015-003,3,1.0,10,0.9804975453662039,0.9739272134709398,1.236579798843236e-32,1.2020299125070336e-32
40,2,BNCI2015-003,4,1.0,1,0.9783156486585401,0.9679521998913634,4.358305647754219e-06,4.489719929762224e-06
41,2,BNCI2015-003,4,1.0,2,0.978971900367529,0.9684953829440521,1.8590540203987368e-11,1.8625639678862667e-11
42,2,BNCI2015-003,4,1.0,3,0.9789690958730461,0.9679521998913634,2.1572488162186473e-16,2.196977301787836e-16
43,2,BNCI2015-003,4,1.0,4,0.9790981026192577,0.9679521998913634,1.7105318821851317e-21,1.6772152757461677e-21
44,2,BNCI2015-003,4,1.0,5,0.9791836397009848,0.9679521998913634,2.3616896494040414e-27,2.3980585016267673e-27
45,2,BNCI2015-003,4,1.0,6,0.9795664531978949,0.9684953829440521,1.4779636436848296e-32,1.508909137416673e-32
46,2,BNCI2015-003,4,1.0,7,0.9796491857851393,0.9684953829440521,1.2330230698197527e-32,1.2693561201933485e-32
47,2,BNCI2015-003,4,1.0,8,0.9797207003944521,0.9684953829440521,1.2330230686899646e-32,1.2693561196457407e-32
48,2,BNCI2015-003,4,1.0,9,0.9797136891582451,0.9684953829440521,1.2330230686899627e-32,1.2693561196457407e-32
