,subject,dataset,fold,theta,n_blocks,train_score,test_score,train_mse,test_mse
0,1,BNCI2015-003,0,0.0,1,0.8167276877924562,0.7588267246061923,0.9874971300546893,1.0140379292249824
1,1,BNCI2015-003,0,0.0,2,0.8664079053090482,0.857686040195546,0.9849187654118372,1.012210502585862
2,1,BNCI2015-003,0,0.0,3,0.8850605981145384,0.8745247148288973,0.9745457337856254,1.00330156572516
3,1,BNCI2015-003,0,0.0,4,0.9047593673621345,0.8984247691472027,0.9703646401246111,0.9968253090197267
4,1,BNCI2015-003,0,0.0,5,0.906848715751864,0.897881586094514,0.9682556830868657,0.9950105693738802
5,1,BNCI2015-003,0,0.0,6,0.9112377496175371,0.8859315589353612,0.9667828709464616,0.9928689900671365
6,1,BNCI2015-003,0,0.0,7,0.9165620823932433,0.8642042368278109,0.9655085052607466,0.9920257975301613
7,1,BNCI2015-003,0,0.0,8,0.915710918317696,0.8625746876697447,0.9653748078474367,0.9918960379306502
8,1,BNCI2015-003,0,0.0,9,0.9189641319178115,0.855513307984791,0.9629211377305034,0.9889157215912531
9,1,BNCI2015-003,0,0.0,10,0.9189809588847087,0.8571428571428571,0.96183380663404,0.987039119709567
10,1,BNCI2015-003,0,0.0,11,0.9193315206950661,0.8593155893536121,0.9608682956020779,0.9878825461188195
11,1,BNCI2015-003,0,0.0,12,0.9188729858471187,0.8609451385116785,0.9561870246037522,0.9820415926853702
12,1,BNCI2015-003,0,0.0,13,0.9193721858650673,0.8604019554589897,0.9540003244820281,0.9795181449281191
13,1,BNCI2015-003,0,0.0,14,0.919518019578176,0.8604019554589897,0.9521555591751992,0.9787986431088934
14,1,BNCI2015-003,0,0.0,15,0.9195614892426603,0.8587724063009234,0.9516873335600204,0.9777886676062832
15,1,BNCI2015-003,0,0.0,16,0.9192277543992001,0.8598587724063009,0.9406644710741054,0.9664875137538143
16,1,BNCI2015-003,0,0.0,17,0.9194619296885189,0.8604019554589897,0.940472832325654,0.9664212646969347
17,1,BNCI2015-003,0,0.0,18,0.9194549184523118,0.8604019554589897,0.9399848684427119,0.9647511303308817
18,1,BNCI2015-003,0,0.0,19,0.9196007521654203,0.8598587724063009,0.9371931835636753,0.9630256597001619
19,1,BNCI2015-003,0,0.0,20,0.9196105678961103,0.8598587724063009,0.9364424396241434,0.9629147385703413
20,1,BNCI2015-003,0,0.0,21,0.9196119701433516,0.8598587724063009,0.9352107757816128,0.9610606550199349
21,1,BNCI2015-003,0,0.0,22,0.9196708645274917,0.8582292232482346,0.9346796207891918,0.9609232213565813
22,1,BNCI2015-003,0,0.0,23,0.9196918982361131,0.8576860401955458,0.9342551658324625,0.9601055516357271
23,1,BNCI2015-003,0,0.0,24,0.9197087252030103,0.8593155893536122,0.932364016508184,0.958522176130399
24,1,BNCI2015-003,0,0.0,25,0.9197409768895632,0.8576860401955458,0.9315787988114059,0.9575663991066456
25,1,BNCI2015-003,0,0.0,26,0.9199765544261234,0.8636610537751223,0.9310075053557777,0.9563157525206699
26,1,BNCI2015-003,0,0.0,27,0.9199443027395705,0.8636610537751221,0.9306108254757183,0.9558123591078724
27,1,BNCI2015-003,0,0.0,28,0.9200578847661263,0.8658337859858772,0.9279203382398254,0.9541044844142739
28,1,BNCI2015-003,0,0.0,29,0.9200088061126761,0.866376969038566,0.9276118070896564,0.9533768391462916
29,1,BNCI2015-003,0,0.0,30,0.9199961858875033,0.866376969038566,0.9271567117092465,0.953258928514449
30,1,BNCI2015-003,0,0.0,31,0.9200396555519876,0.8669201520912547,0.9267281797162912,0.9529526191468766
31,1,BNCI2015-003,0,0.0,32,0.9200480690354362,0.8680065181966322,0.9240775297209965,0.9483000956434452
32,1,BNCI2015-003,1,0.0,1,0.8195363890170386,0.6833242802824552,0.9906799891601188,0.9691680046737361
33,1,BNCI2015-003,1,0.0,2,0.8495276530167247,0.6833242802824551,0.9692180455210403,0.9469924157059018
34,1,BNCI2015-003,1,0.0,3,0.8874766701115209,0.7338403041825095,0.9663875457295227,0.9433335744472677
35,1,BNCI2015-003,1,0.0,4,0.9064757179856437,0.7946768060836502,0.9652862431753999,0.9422014082933149
36,1,BNCI2015-003,1,0.0,5,0.9077601764587929,0.8250950570342206,0.96157292058457,0.9366240289367375
37,1,BNCI2015-003,1,0.0,6,0.9121506125717074,0.8207495926127104,0.9607883806724872,0.935400105320977
