,score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0,0.9665053,76.192535,2610.0,7,0,32,1,BrainInvaders2015b,PARAFACDA
1,0.95930165,25.819902,2610.0,7,0,32,1,BrainInvaders2015b,HODA
2,0.96774745,568.81744,2610.0,7,0,32,1,BrainInvaders2015b,BTTDA
