,dataset,subject,session,run,fold,n_blocks,roc_auc_score
2753,009-2014,9,session_2,run_0,2,2,0.9150219298245615
2754,009-2014,9,session_2,run_0,2,3,0.9358552631578948
2755,009-2014,9,session_2,run_0,2,4,0.9347587719298246
2756,009-2014,9,session_2,run_0,2,5,0.9298245614035087
2757,009-2014,9,session_2,run_0,2,6,0.9303728070175438
2758,009-2014,9,session_2,run_0,2,7,0.9314692982456139
2759,009-2014,9,session_2,run_0,2,8,0.9314692982456139
2760,009-2014,9,session_2,run_0,2,9,0.9314692982456139
2761,009-2014,9,session_2,run_0,2,10,0.9325657894736842
2762,009-2014,9,session_2,run_0,2,11,0.9331140350877193
2763,009-2014,9,session_2,run_0,2,12,0.9331140350877193
2764,009-2014,9,session_2,run_0,2,13,0.9331140350877193
2765,009-2014,9,session_2,run_0,2,14,0.9243421052631577
2766,009-2014,9,session_2,run_0,2,15,0.9270833333333333
2767,009-2014,9,session_2,run_0,2,16,0.9298245614035087
2768,009-2014,9,session_2,run_0,3,1,0.9665570175438597
2769,009-2014,9,session_2,run_0,3,2,0.9764254385964912
2770,009-2014,9,session_2,run_0,3,3,0.9610745614035088
2771,009-2014,9,session_2,run_0,3,4,0.9742324561403509
2772,009-2014,9,session_2,run_0,3,5,0.9758771929824561
2773,009-2014,9,session_2,run_0,3,6,0.9780701754385965
2774,009-2014,9,session_2,run_0,3,7,0.9682017543859649
2775,009-2014,9,session_2,run_0,3,8,0.9638157894736842
2776,009-2014,9,session_2,run_0,3,9,0.9638157894736842
2777,009-2014,9,session_2,run_0,3,10,0.9627192982456141
2778,009-2014,9,session_2,run_0,3,11,0.962171052631579
2779,009-2014,9,session_2,run_0,3,12,0.9638157894736842
2780,009-2014,9,session_2,run_0,3,13,0.9654605263157896
2781,009-2014,9,session_2,run_0,3,14,0.9665570175438597
2782,009-2014,9,session_2,run_0,3,15,0.9610745614035087
2783,009-2014,9,session_2,run_0,3,16,0.9605263157894736
2784,009-2014,9,session_2,run_0,4,1,0.8525219298245614
2785,009-2014,9,session_2,run_0,4,2,0.9040570175438596
2786,009-2014,9,session_2,run_0,4,3,0.931469298245614
2787,009-2014,9,session_2,run_0,4,4,0.9292763157894737
2788,009-2014,9,session_2,run_0,4,5,0.9287280701754386
2789,009-2014,9,session_2,run_0,4,6,0.9139254385964911
2790,009-2014,9,session_2,run_0,4,7,0.9155701754385964
2791,009-2014,9,session_2,run_0,4,8,0.9194078947368421
2792,009-2014,9,session_2,run_0,4,9,0.9150219298245614
2793,009-2014,9,session_2,run_0,4,10,0.9133771929824559
2794,009-2014,9,session_2,run_0,4,11,0.9161184210526315
2795,009-2014,9,session_2,run_0,4,12,0.9161184210526315
2796,009-2014,9,session_2,run_0,4,13,0.9166666666666666
2797,009-2014,9,session_2,run_0,4,14,0.9161184210526315
2798,009-2014,9,session_2,run_0,4,15,0.9161184210526315
2799,009-2014,9,session_2,run_0,4,16,0.9172149122807017
2800,009-2014,10,session_0,run_0,0,1,0.9947916666666666
2801,009-2014,10,session_0,run_0,0,2,0.9958333333333333
2802,009-2014,10,session_0,run_0,0,3,0.9953124999999999
2803,009-2014,10,session_0,run_0,0,4,0.996875
2804,009-2014,10,session_0,run_0,0,5,0.9953124999999999
2805,009-2014,10,session_0,run_0,0,6,0.9963541666666667
2806,009-2014,10,session_0,run_0,0,7,0.9973958333333334
2807,009-2014,10,session_0,run_0,0,8,0.996875
2808,009-2014,10,session_0,run_0,0,9,0.996875
2809,009-2014,10,session_0,run_0,0,10,0.996875
2810,009-2014,10,session_0,run_0,0,11,0.9963541666666667
2811,009-2014,10,session_0,run_0,0,12,0.996875
2812,009-2014,10,session_0,run_0,0,13,0.9973958333333333
2813,009-2014,10,session_0,run_0,0,14,0.9973958333333333
2814,009-2014,10,session_0,run_0,0,15,0.9979166666666667
2815,009-2014,10,session_0,run_0,0,16,0.9979166666666667
2816,009-2014,10,session_0,run_0,1,1,0.9917763157894737
2817,009-2014,10,session_0,run_0,1,2,0.9972587719298246
2818,009-2014,10,session_0,run_0,1,3,0.993421052631579
2819,009-2014,10,session_0,run_0,1,4,0.9978070175438596
2820,009-2014,10,session_0,run_0,1,5,0.9978070175438596
2821,009-2014,10,session_0,run_0,1,6,0.9972587719298246
2822,009-2014,10,session_0,run_0,1,7,0.9945175438596491
2823,009-2014,10,session_0,run_0,1,8,0.9923245614035088
2824,009-2014,10,session_0,run_0,1,9,0.9917763157894737
2825,009-2014,10,session_0,run_0,1,10,0.9912280701754386
2826,009-2014,10,session_0,run_0,1,11,0.9917763157894737
2827,009-2014,10,session_0,run_0,1,12,0.9912280701754386
2828,009-2014,10,session_0,run_0,1,13,0.9917763157894737
2829,009-2014,10,session_0,run_0,1,14,0.9917763157894737
2830,009-2014,10,session_0,run_0,1,15,0.9917763157894737
2831,009-2014,10,session_0,run_0,1,16,0.9917763157894737
2832,009-2014,10,session_0,run_0,2,1,0.9747807017543859
2833,009-2014,10,session_0,run_0,2,2,0.981359649122807
2834,009-2014,10,session_0,run_0,2,3,0.9791666666666667
2835,009-2014,10,session_0,run_0,2,4,0.9862938596491229
2836,009-2014,10,session_0,run_0,2,5,0.981907894736842
2837,009-2014,10,session_0,run_0,2,6,0.9835526315789473
2838,009-2014,10,session_0,run_0,2,7,0.9819078947368421
2839,009-2014,10,session_0,run_0,2,8,0.9802631578947368
2840,009-2014,10,session_0,run_0,2,9,0.981907894736842
2841,009-2014,10,session_0,run_0,2,10,0.9830043859649122
2842,009-2014,10,session_0,run_0,2,11,0.9830043859649122
2843,009-2014,10,session_0,run_0,2,12,0.9802631578947368
2844,009-2014,10,session_0,run_0,2,13,0.9797149122807018
2845,009-2014,10,session_0,run_0,2,14,0.9797149122807018
2846,009-2014,10,session_0,run_0,2,15,0.9808114035087719
2847,009-2014,10,session_0,run_0,2,16,0.9764254385964912
2848,009-2014,10,session_0,run_0,3,1,0.9972587719298246
2849,009-2014,10,session_0,run_0,3,2,0.9841008771929823
2850,009-2014,10,session_0,run_0,3,3,0.9797149122807016
2851,009-2014,10,session_0,run_0,3,4,0.9736842105263158
2852,009-2014,10,session_0,run_0,3,5,0.9632675438596491
2853,009-2014,10,session_0,run_0,3,6,0.962719298245614
2854,009-2014,10,session_0,run_0,3,7,0.9638157894736842
2855,009-2014,10,session_0,run_0,3,8,0.9665570175438596
2856,009-2014,10,session_0,run_0,3,9,0.9660087719298246
2857,009-2014,10,session_0,run_0,3,10,0.9632675438596492
2858,009-2014,10,session_0,run_0,3,11,0.962719298245614
2859,009-2014,10,session_0,run_0,3,12,0.9605263157894737
2860,009-2014,10,session_0,run_0,3,13,0.9605263157894737
2861,009-2014,10,session_0,run_0,3,14,0.9610745614035088
2862,009-2014,10,session_0,run_0,3,15,0.9616228070175439
2863,009-2014,10,session_0,run_0,3,16,0.9627192982456141
2864,009-2014,10,session_0,run_0,4,1,0.9758771929824561
2865,009-2014,10,session_0,run_0,4,2,0.9835526315789473
2866,009-2014,10,session_0,run_0,4,3,0.9775219298245614
2867,009-2014,10,session_0,run_0,4,4,0.9830043859649122
2868,009-2014,10,session_0,run_0,4,5,0.9890350877192983
2869,009-2014,10,session_0,run_0,4,6,0.9890350877192983
2870,009-2014,10,session_0,run_0,4,7,0.9890350877192983
2871,009-2014,10,session_0,run_0,4,8,0.9912280701754386
2872,009-2014,10,session_0,run_0,4,9,0.9923245614035088
2873,009-2014,10,session_0,run_0,4,10,0.9912280701754387
2874,009-2014,10,session_0,run_0,4,11,0.9917763157894737
2875,009-2014,10,session_0,run_0,4,12,0.9917763157894737
2876,009-2014,10,session_0,run_0,4,13,0.9917763157894737
2877,009-2014,10,session_0,run_0,4,14,0.9917763157894737
2878,009-2014,10,session_0,run_0,4,15,0.9917763157894737
2879,009-2014,10,session_0,run_0,4,16,0.9923245614035088
2880,009-2014,10,session_1,run_0,0,1,0.9911458333333334
2881,009-2014,10,session_1,run_0,0,2,0.984375
2882,009-2014,10,session_1,run_0,0,3,0.9911458333333334
2883,009-2014,10,session_1,run_0,0,4,0.990625
2884,009-2014,10,session_1,run_0,0,5,0.9911458333333333
2885,009-2014,10,session_1,run_0,0,6,0.9911458333333334
2886,009-2014,10,session_1,run_0,0,7,0.9916666666666667
2887,009-2014,10,session_1,run_0,0,8,0.9916666666666667
2888,009-2014,10,session_1,run_0,0,9,0.9927083333333333
2889,009-2014,10,session_1,run_0,0,10,0.9916666666666667
2890,009-2014,10,session_1,run_0,0,11,0.9911458333333334
2891,009-2014,10,session_1,run_0,0,12,0.9921875
2892,009-2014,10,session_1,run_0,0,13,0.9916666666666666
2893,009-2014,10,session_1,run_0,0,14,0.9901041666666667
2894,009-2014,10,session_1,run_0,0,15,0.9895833333333334
2895,009-2014,10,session_1,run_0,0,16,0.9895833333333334
2896,009-2014,10,session_1,run_0,1,1,0.9923245614035088
2897,009-2014,10,session_1,run_0,1,2,0.9923245614035088
2898,009-2014,10,session_1,run_0,1,3,0.9912280701754386
2899,009-2014,10,session_1,run_0,1,4,0.9824561403508772
2900,009-2014,10,session_1,run_0,1,5,0.9824561403508771
2901,009-2014,10,session_1,run_0,1,6,0.9819078947368421
2902,009-2014,10,session_1,run_0,1,7,0.981359649122807
2903,009-2014,10,session_1,run_0,1,8,0.987390350877193
2904,009-2014,10,session_1,run_0,1,9,0.9879385964912281
2905,009-2014,10,session_1,run_0,1,10,0.9857456140350878
2906,009-2014,10,session_1,run_0,1,11,0.9841008771929824
2907,009-2014,10,session_1,run_0,1,12,0.9830043859649122
2908,009-2014,10,session_1,run_0,1,13,0.9830043859649122
2909,009-2014,10,session_1,run_0,1,14,0.9830043859649122
2910,009-2014,10,session_1,run_0,1,15,0.9819078947368421
2911,009-2014,10,session_1,run_0,1,16,0.9819078947368421
2912,009-2014,10,session_1,run_0,2,1,0.9939692982456141
2913,009-2014,10,session_1,run_0,2,2,0.9906798245614035
2914,009-2014,10,session_1,run_0,2,3,0.9917763157894737
2915,009-2014,10,session_1,run_0,2,4,0.9961622807017544
2916,009-2014,10,session_1,run_0,2,5,0.9967105263157895
2917,009-2014,10,session_1,run_0,2,6,0.9967105263157895
2918,009-2014,10,session_1,run_0,2,7,0.9967105263157895
2919,009-2014,10,session_1,run_0,2,8,0.9972587719298246
2920,009-2014,10,session_1,run_0,2,9,0.9972587719298246
2921,009-2014,10,session_1,run_0,2,10,0.9967105263157895
2922,009-2014,10,session_1,run_0,2,11,0.9978070175438597
2923,009-2014,10,session_1,run_0,2,12,0.9972587719298246
2924,009-2014,10,session_1,run_0,2,13,0.9972587719298246
2925,009-2014,10,session_1,run_0,2,14,0.9972587719298246
2926,009-2014,10,session_1,run_0,2,15,0.9972587719298246
2927,009-2014,10,session_1,run_0,2,16,0.9972587719298246
2928,009-2014,10,session_1,run_0,3,1,0.9890350877192982
2929,009-2014,10,session_1,run_0,3,2,0.9901315789473685
2930,009-2014,10,session_1,run_0,3,3,0.9901315789473684
2931,009-2014,10,session_1,run_0,3,4,0.9917763157894737
2932,009-2014,10,session_1,run_0,3,5,0.9868421052631579
2933,009-2014,10,session_1,run_0,3,6,0.9830043859649122
2934,009-2014,10,session_1,run_0,3,7,0.9862938596491229
2935,009-2014,10,session_1,run_0,3,8,0.9835526315789473
2936,009-2014,10,session_1,run_0,3,9,0.9835526315789473
2937,009-2014,10,session_1,run_0,3,10,0.9835526315789473
2938,009-2014,10,session_1,run_0,3,11,0.9835526315789475
2939,009-2014,10,session_1,run_0,3,12,0.9835526315789475
2940,009-2014,10,session_1,run_0,3,13,0.9841008771929824
2941,009-2014,10,session_1,run_0,3,14,0.9797149122807017
2942,009-2014,10,session_1,run_0,3,15,0.9775219298245614
2943,009-2014,10,session_1,run_0,3,16,0.9786184210526315
2944,009-2014,10,session_1,run_0,4,1,0.9281798245614035
2945,009-2014,10,session_1,run_0,4,2,0.9254385964912281
2946,009-2014,10,session_1,run_0,4,3,0.9155701754385964
2947,009-2014,10,session_1,run_0,4,4,0.9177631578947368
2948,009-2014,10,session_1,run_0,4,5,0.9139254385964912
2949,009-2014,10,session_1,run_0,4,6,0.9117324561403508
2950,009-2014,10,session_1,run_0,4,7,0.9117324561403508
2951,009-2014,10,session_1,run_0,4,8,0.9111842105263157
2952,009-2014,10,session_1,run_0,4,9,0.9111842105263157
2953,009-2014,10,session_1,run_0,4,10,0.9216008771929823
2954,009-2014,10,session_1,run_0,4,11,0.9205043859649121
2955,009-2014,10,session_1,run_0,4,12,0.9205043859649121
2956,009-2014,10,session_1,run_0,4,13,0.9216008771929823
2957,009-2014,10,session_1,run_0,4,14,0.9205043859649121
2958,009-2014,10,session_1,run_0,4,15,0.9188596491228069
2959,009-2014,10,session_1,run_0,4,16,0.9248903508771928
2960,009-2014,10,session_2,run_0,0,1,0.9604166666666667
2961,009-2014,10,session_2,run_0,0,2,0.9796875
2962,009-2014,10,session_2,run_0,0,3,0.9901041666666667
2963,009-2014,10,session_2,run_0,0,4,0.9895833333333334
2964,009-2014,10,session_2,run_0,0,5,0.9869791666666667
2965,009-2014,10,session_2,run_0,0,6,0.984375
2966,009-2014,10,session_2,run_0,0,7,0.9838541666666667
2967,009-2014,10,session_2,run_0,0,8,0.9822916666666667
2968,009-2014,10,session_2,run_0,0,9,0.9822916666666667
2969,009-2014,10,session_2,run_0,0,10,0.9812500000000001
2970,009-2014,10,session_2,run_0,0,11,0.9817708333333333
2971,009-2014,10,session_2,run_0,0,12,0.9791666666666667
2972,009-2014,10,session_2,run_0,0,13,0.9807291666666667
2973,009-2014,10,session_2,run_0,0,14,0.9848958333333333
2974,009-2014,10,session_2,run_0,0,15,0.984375
2975,009-2014,10,session_2,run_0,0,16,0.9833333333333334
2976,009-2014,10,session_2,run_0,1,1,0.9594298245614035
2977,009-2014,10,session_2,run_0,1,2,0.9533991228070176
2978,009-2014,10,session_2,run_0,1,3,0.9643640350877193
2979,009-2014,10,session_2,run_0,1,4,0.949013157894737
2980,009-2014,10,session_2,run_0,1,5,0.9385964912280702
2981,009-2014,10,session_2,run_0,1,6,0.9369517543859649
2982,009-2014,10,session_2,run_0,1,7,0.9369517543859649
2983,009-2014,10,session_2,run_0,1,8,0.9353070175438597
2984,009-2014,10,session_2,run_0,1,9,0.9364035087719298
2985,009-2014,10,session_2,run_0,1,10,0.9374999999999999
2986,009-2014,10,session_2,run_0,1,11,0.9407894736842104
2987,009-2014,10,session_2,run_0,1,12,0.9468201754385964
2988,009-2014,10,session_2,run_0,1,13,0.9555921052631577
2989,009-2014,10,session_2,run_0,1,14,0.9550438596491229
2990,009-2014,10,session_2,run_0,1,15,0.9583333333333333
2991,009-2014,10,session_2,run_0,1,16,0.9550438596491228
2992,009-2014,10,session_2,run_0,2,1,0.9024122807017544
2993,009-2014,10,session_2,run_0,2,2,0.9199561403508771
2994,009-2014,10,session_2,run_0,2,3,0.9484649122807018
2995,009-2014,10,session_2,run_0,2,4,0.9649122807017545
2996,009-2014,10,session_2,run_0,2,5,0.9709429824561403
2997,009-2014,10,session_2,run_0,2,6,0.975328947368421
2998,009-2014,10,session_2,run_0,2,7,0.9736842105263158
2999,009-2014,10,session_2,run_0,2,8,0.9736842105263157
3000,009-2014,10,session_2,run_0,2,9,0.9709429824561403
3001,009-2014,10,session_2,run_0,2,10,0.975328947368421
3002,009-2014,10,session_2,run_0,2,11,0.9769736842105263
3003,009-2014,10,session_2,run_0,2,12,0.975328947368421
3004,009-2014,10,session_2,run_0,2,13,0.9769736842105263
3005,009-2014,10,session_2,run_0,2,14,0.9769736842105263
3006,009-2014,10,session_2,run_0,2,15,0.9764254385964912
3007,009-2014,10,session_2,run_0,2,16,0.9764254385964912
3008,009-2014,10,session_2,run_0,3,1,0.9517543859649122
3009,009-2014,10,session_2,run_0,3,2,0.9692982456140351
3010,009-2014,10,session_2,run_0,3,3,0.9720394736842106
3011,009-2014,10,session_2,run_0,3,4,0.9698464912280702
3012,009-2014,10,session_2,run_0,3,5,0.9682017543859649
3013,009-2014,10,session_2,run_0,3,6,0.9649122807017543
3014,009-2014,10,session_2,run_0,3,7,0.9676535087719298
3015,009-2014,10,session_2,run_0,3,8,0.9544956140350876
3016,009-2014,10,session_2,run_0,3,9,0.9512061403508772
3017,009-2014,10,session_2,run_0,3,10,0.9517543859649124
3018,009-2014,10,session_2,run_0,3,11,0.9512061403508771
3019,009-2014,10,session_2,run_0,3,12,0.9501096491228069
3020,009-2014,10,session_2,run_0,3,13,0.9676535087719298
3021,009-2014,10,session_2,run_0,3,14,0.96875
3022,009-2014,10,session_2,run_0,3,15,0.9698464912280701
3023,009-2014,10,session_2,run_0,3,16,0.963267543859649
3024,009-2014,10,session_2,run_0,4,1,0.9671052631578947
3025,009-2014,10,session_2,run_0,4,2,0.9692982456140351
3026,009-2014,10,session_2,run_0,4,3,0.981907894736842
3027,009-2014,10,session_2,run_0,4,4,0.9676535087719298
3028,009-2014,10,session_2,run_0,4,5,0.9764254385964912
3029,009-2014,10,session_2,run_0,4,6,0.9802631578947368
3030,009-2014,10,session_2,run_0,4,7,0.9742324561403508
3031,009-2014,10,session_2,run_0,4,8,0.9775219298245614
3032,009-2014,10,session_2,run_0,4,9,0.9780701754385965
3033,009-2014,10,session_2,run_0,4,10,0.9780701754385965
3034,009-2014,10,session_2,run_0,4,11,0.9791666666666667
3035,009-2014,10,session_2,run_0,4,12,0.9769736842105263
3036,009-2014,10,session_2,run_0,4,13,0.9764254385964912
3037,009-2014,10,session_2,run_0,4,14,0.9758771929824561
3038,009-2014,10,session_2,run_0,4,15,0.9819078947368421
3039,009-2014,10,session_2,run_0,4,16,0.9824561403508772
